gene_name,789,66,151,405,115,1754,492,709,637,794,276,250,12,R29425B,R34914A,Rou7776B,Rou6223B,R9288,14501,21868
RP11-73M18.7,78,29,54,28,31,65,33,12,32,33,12,38,35,21,34,22,43,52,70,32
RP11-73M18.8,377,223,329,253,342,407,380,150,263,260,214,307,269,263,252,206,371,562,280,282
XRCC3,1785,667,761,801,754,1197,890,413,698,839,717,764,1083,740,733,535,1241,1339,867,875
ZFYVE21,808,391,370,477,551,686,508,268,471,572,534,360,667,445,571,395,551,725,380,373
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R13B,655,264,533,324,415,612,526,314,364,492,390,577,588,365,502,222,865,528,188,371
RP11-73M18.11,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0
ENSG10010137167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00637,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,3,0,0
CTD-2134A5.4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0
CTD-2134A5.3,51,34,33,65,10,49,32,65,40,61,28,32,69,41,53,36,137,118,84,80
ATP5MJ,3039,2288,2917,2159,2414,3582,2421,2125,2115,2430,1971,2625,2833,2283,3839,1785,3964,2660,2112,2149
TDRD9,2,0,4,3,0,2,0,0,16,0,18,0,274,8,6,0,0,0,1,0
RD3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL634P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPG,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,0,0,0,1
MIR203A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR203B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2223O18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF26A,3,2,0,0,0,0,3,2,0,7,2,0,12,0,0,8,4,2,0,0
LINC02691,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
RP11-260M19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-260M19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-684P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEND1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C14orf180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-614O9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-982M15.7,2,0,4,15,3,6,0,1,1,5,2,0,2,1,1,1,0,8,4,5
LINC02280,12,14,4,40,4,4,0,4,0,2,2,6,0,16,8,9,2,67,8,2
MIR4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INF2,2935,747,1357,2276,1863,2730,1803,1380,1454,1650,1999,1208,1607,1928,1508,1572,1637,3497,1236,1553
RP11-982M15.5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
ADSS1,2,14,8,18,26,14,8,0,15,15,6,2,31,8,79,20,33,8,16,14
SIVA1,1863,1051,1393,924,1182,1533,2044,885,812,1341,998,1776,1283,1011,1380,966,1931,1830,919,1359
RP11-982M15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKT1,4352,2223,3415,2718,2721,4653,3775,2159,2259,2906,3053,3042,3714,2620,3408,2355,4849,4734,2353,3258
ZBTB42,60,18,54,11,24,39,38,20,18,32,69,52,38,26,34,29,58,100,24,68
RP11-477I4.4,19,11,19,30,17,16,8,24,28,6,10,5,40,14,30,11,33,33,18,14
LINC00638,78,48,42,26,26,55,25,6,9,20,50,28,42,38,23,20,45,44,40,46
RPS26P49,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
RPS2P4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0
CTD-3051D23.1,15,0,0,4,0,2,0,0,2,2,8,0,0,0,2,4,8,11,2,2
CTD-3051D23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP170B,36,8,198,47,33,59,30,20,26,43,56,51,22,106,91,38,142,195,32,76
CTD-3051D23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLD4,423,52,244,479,16,85,23,30,55,136,56,50,22,148,40,332,50,1716,388,198
AHNAK2,14,2,14,33,5,5,1,0,5,10,4,2,0,4,2,26,2,112,13,8
CLBA1,231,88,134,57,124,110,161,67,70,119,123,90,69,116,134,133,329,111,86,67
CDCA4,2419,981,1398,1472,1586,2413,1912,957,896,1498,1717,1530,1485,1058,1187,1169,2349,2328,1218,1612
GPR132,2143,2380,3209,1486,1742,3272,3480,1485,1737,1767,1730,2072,2979,2374,1918,1907,4345,2998,1661,2581
LINC02298,8,12,1,4,6,8,15,0,18,2,4,6,2,6,32,7,14,16,12,0
RP11-44N21.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
RP11-44N21.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-44N21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-44N21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAG2,77,16,28,67,65,41,12,23,35,27,42,7,56,89,83,35,42,70,17,30
MIR6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-44N21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT14,210,44,168,132,105,195,71,100,120,102,162,84,162,172,111,67,88,144,42,99
BRF1,1345,631,1026,889,738,1287,1688,727,903,821,793,866,1022,772,1136,623,1156,1249,781,783
BTBD6,824,267,651,441,724,858,932,459,509,684,902,801,546,581,659,467,1287,1086,597,769
PACS2,1322,726,707,735,763,1078,834,495,645,644,887,566,984,648,1029,707,1262,886,470,775
RP11-521B24.4,138,113,129,71,69,120,129,72,89,114,136,97,143,62,133,48,190,167,85,133
RPS20P33,20,4,3,4,6,8,2,6,0,6,6,0,16,0,2,0,10,8,4,4
TEX22,69,33,6,30,32,15,18,16,45,29,26,3,37,28,28,30,68,76,41,16
RP11-521B24.3,30,23,15,6,30,49,41,14,21,20,40,44,22,19,38,49,107,67,61,24
MTA1,5077,2268,2354,2707,2897,3848,2758,2327,2719,2634,3063,2344,4063,2615,5176,2745,4747,5030,3085,2265
RP11-521B24.5,61,34,42,85,39,88,86,41,24,48,21,64,86,61,66,63,87,172,47,78
CRIP2,99,2,16,34,8,127,31,0,38,22,146,36,15,78,43,36,63,16,0,8
CRIP1,103,107,16,66,132,88,122,73,103,141,89,53,104,171,131,117,222,151,58,44
AL928654.7,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,3,0,2,0
TEDC1,350,239,504,285,225,579,669,201,187,504,378,615,418,334,251,213,585,484,294,474
TMEM121,15,2,39,2,2,6,0,4,5,4,47,14,12,19,23,27,20,65,6,6
ATP5MC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK2BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHA2,599,4,399,55,422,37,133,2063,27,10069,1186,95,4,449,615,38,27,10,11,33
IGHE,232,0,1,79,2,9,14,30,6,15,3,6,3,3,15,8,21,58,17,0
IGHG4,0,0,8,243,1,3,10,0,0,0,0,1,0,13,0,0,1,7,0,0
MIR8071-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHG2,61,92,124,488,49,139,204,2,7,17686,21,216,37,60,31,382,83,57,9,0
MIR8071-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPDA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
IGHGP,17,26,17,4,14,22,35,0,3,2,0,17,10,0,6,3,12,4,1,0
ELK2AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHA1,3938,28,7396,589,5549,250,15117,58527,243,9214,24965,3739,36,6786,11851,3249,166,57,42,2117
IGHEP1,2,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,2,0
IGHG1,49649,99105,75784,28409,38672,76030,128603,1995,12750,14390,1211,63622,30751,13565,9827,14196,66882,45349,78017,22
IGHG3,16289,3436,2164,1227,6815,2418,5697,29,506,3966,1699,1783,2021,3027,1444,204,2060,1268,338,8
ATP6V1G1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD,25,474,0,981,497,53,5,4,3712,2348,682,0,2087,2608,3165,4643,869,113,0,3772
IGHM,212,2944,8,5472,7237,340,83,21,35913,35015,6432,19,16417,39956,37229,89604,15115,248,0,98718
MIR4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD7-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHJ1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL122127.25,0,16,0,22,13,0,2,87,0,6,16,10,70,14,0,0,2,0,0,10
IGHD1-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD4-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM30A,27,752,0,295,229,2264,516,913,854,467,547,41,1268,386,1104,364,1397,1467,0,162
IGHD1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV6-1,0,0,0,0,0,5,0,0,0,51,5,0,0,32,0,5,0,0,0,0
IGHVII-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB019441.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-2,25,0,0,360,677,31,6,0,5026,936,2,0,278,120,4,0,110,0,0,2
IGHVIII-2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-3,0,0,0,4,1,10,12,0,17,12,18,8,8,35,334,2,2,0,0,8
IGHV4-4,0,0,0,0,2,0,0,0,0,0,0,0,0,124,41,0,17,0,0,0
IGHV7-4-1,0,0,1932,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV2-5,0,0,4,0,0,0,0,0,959,0,0,0,0,107,901,0,1,0,0,0
IGHVIII-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-5-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-7,4,0,2,3613,15,206,16662,0,0,3,5,0,7,2103,29,9,1172,4,0,32
IGHV3-64D,0,0,0,125,0,6,0,0,2,0,0,0,0,0,54,4,0,0,0,0
IGHV5-10-1,0,0,0,425,0,3,0,0,0,0,0,0,0,0,1697,0,0,0,2,0
IGHV3-11,2261,0,0,2,0,69,0,0,0,224,0,0,0,640,160,20203,0,74,0,0
IGHVIII-11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-13,0,0,1723,0,1,0,3,0,3,0,8,0,0,52,2,2,0,0,0,0
IGHVIII-13-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-15,0,39893,114,294,0,49,0,0,10,30,0,1493,0,777,22,0,0,0,0,1
IGHVII-15-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-16-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-17,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
SLC20A1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-18,0,0,0,16,26,483,0,1,16,7994,28,0,1,235,362,0,0,0,0,0
IGHV3-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB019440.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-20,0,2,0,1,0,0,0,1,1,1,0,0,0,47,22,0,0,0,0,727
IGHV3-21,0,0,41,11,27,6,1,27,36,894,6,19,0,111,21,132,296,0,0,0
IGHV3-22,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
IGHVII-22-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-22-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-23,19,0,0,395,47,21446,0,16906,11,2835,6150,788,250,1164,1411,2221,41,412,0,0
IGHV1-24,13088,0,0,4,449,176,0,0,5,14,0,145,0,13,12,97,0,0,0,0
HOMER2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-25-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV2-26,0,0,10992,0,0,0,0,0,0,0,0,89,0,19,0,0,0,0,0,48
IGHVIII-26-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-26-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV7-27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-28,0,0,3,2,0,0,0,1,0,0,2,0,6,18,2,0,0,0,9,0
IGHVII-28-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-30,6,2,15,382,4028,2,1113,7,15,901,23,2089,0,192,612,2,0,0,0,14
IGHVII-30-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-30-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-31,4,17,0,1,28,0,6656,5,12,520,27,0,14,87,184,1,6,0,2660,8
IGHVII-30-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-29,0,12,0,0,1,0,0,0,0,0,7,0,3,6,1,2,0,0,92,0
IGHV3-33,25,9,691,16,5,299,11,0,5,9,51,0,5,154,90,2,2,0,442,33772
IGHVII-33-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-33-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-34,0,0,9,44,49,4,663,0,1,3,2,125,2,289,61,0,663,0,23,37
IGHV7-34-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
IGHV3-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IGHVIII-38-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-39,35,0,0,5,1401,119,3,0,0,88,3,56,0,438,9,0,0,0,0,22
IGHV7-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB019438.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-40-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-41,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
HOMER2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-43,0,1,0,22,0,0,0,0,101,3,9,0,0,128,0,0,0,0,0,0
IGHVII-43-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH17-268I9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIV-44-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-44-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-46,0,0,0,1,0,8,0,0,318,1914,3,0,0,118,14,0,44,31,0,0
IGHVII-46-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-47-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-48,1012,0,0,29,376,0,0,0,216,1156,50,237,4,481,343,956,193,0,0,5
IGHV3-49,0,0,37,0,0,0,5,0,36,2,3,0,0,92,6,0,0,0,0,0
IGHVII-49-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV5-51,324,0,9167,72,245,26,0,0,4,2091,31,2,0,1353,12,0,2,24,466,0
IGHV8-51-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-51-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
IGHV3-53,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,2,1
IGHVII-53-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-55,0,0,0,0,0,0,1,0,0,5,2,0,11,36,0,0,3,0,470,2
IGHV7-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-58,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
IGHV4-59,0,1,0,38,222,54,484,23,615,7,2,12,7968,845,35,0,2024,0,5,60
IGHV3-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-60-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-61,0,1,2,0,6,2,4,27,41,16,44,0,306,107,69,1235,5729,0,1555,2
IGHV3-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-62-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-64,0,0,0,2,0,0,0,0,0,0,0,0,0,10,5,6,0,0,0,0
IGHV3-65,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
IGHVII-65-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-66,9,0,0,25,0,0,0,0,8,0,0,0,0,53,11,0,0,0,0,1
IGHV1-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC20A1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-67-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-67-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-69,0,0,0,0,0,0,11,0,488,0,0,0,0,2,4,0,0,0,1,0
IGHV2-70D,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-69-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
IGHV1-69-2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CH17-212P11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1-69D,2,0,4,0,0,31,3267,1,99,0,4,1,0,1,77,1,2,0,7,1
IGHV2-70,0,0,0,8,0,0,9,0,0,891,0,0,0,38,2,12,24,18864,0,3
IGHV3-71,0,0,2,1,0,0,0,0,0,0,0,0,0,0,21,0,0,118,0,0
IGHV3-72,0,0,0,1753,0,0,0,0,0,32,0,0,453,25,7,0,0,2,0,0
IGHV3-73,0,0,0,0,0,0,0,0,0,7,0,0,0,84,14,0,0,0,0,0
IGHV3-74,0,0,0,1,0,0,0,0,0,20,0,0,0,64,2789,0,0,0,0,0
IGHVII-74-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVIII-76-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV5-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHVII-78-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3
IGHV3-79,0,0,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
IGHV4-80,0,0,0,0,0,4,0,0,0,2,2,0,2,4,0,0,0,0,0,4
IGHV7-81,0,0,5,2,2,22,0,2,2,2,10,0,0,8,2,0,0,0,4,6
IGHVIII-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79C23.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-978P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-173D3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1360M22.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC20A1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-2,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0
IGHV3OR15-7,0,0,0,4,0,0,1,0,0,10,0,0,0,24,22,0,0,0,0,0
IGHD5OR15-5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
